Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
13-11-2025 20:44:06;269704723;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;7.0;173.12;6.82;0.00;-1218.66;-9974.38;USD
13-11-2025 20:44:06;269704723;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;173.12;5.78;0.00;-525.14;-8755.72;USD
13-11-2025 15:53:31;269646257;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;188.3299;12.82;0.00;-1896.12;-8230.58;USD
13-11-2025 10:45:09;269620856;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;1.0;998.10;8.60;0.00;-1006.70;-838.95;CHF
11-11-2025 15:30:15;269432692;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;50.0;9.43;3.71;0.00;-475.21;-6334.46;USD
11-11-2025 15:30:13;269430876;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;5.0;291.50;12.19;0.00;-1469.69;-5859.25;USD
11-11-2025 15:30:05;269432710;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;15.0;96.00;12.16;0.00;-1452.16;-4389.56;USD
10-11-2025 15:39:00;269302810;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;50.0;8.62;3.65;0.00;-434.65;-2937.40;USD
10-11-2025 15:30:49;269300887;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;7.0;194.50;7.04;0.00;-1368.54;-2502.75;USD
10-11-2025 15:30:49;269305509;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;7.0;194.50;7.04;0.00;-1368.54;-1134.21;USD
10-11-2025 15:30:49;269300887;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;194.50;5.88;0.00;-589.38;234.33;USD
10-11-2025 15:30:48;269305509;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;194.50;5.88;0.00;-589.38;823.71;USD
10-11-2025 15:30:30;269300851;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;5.0;294.00;12.21;0.00;-1482.21;1413.09;USD
10-11-2025 15:30:29;269305472;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;15.0;109.00;12.45;0.00;-1647.45;2895.30;USD
10-11-2025 15:30:22;269294084;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;7.0;184.00;6.93;0.00;-1294.93;4542.75;USD
10-11-2025 15:30:22;269294084;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;184.00;5.83;0.00;-557.83;5837.68;USD
10-11-2025 09:51:46;269259099;Acquisto;ZUGER;"ZUGER KB N";CH0493891243;1.0;8800.00;38.45;0.00;-8838.45;167.75;CHF
10-11-2025 04:05:58;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;9006.20;CHF
07-11-2025 15:56:09;269099742;Accredito Forex;;;;1.0;1000.00;0.00;0.00;1000.00;8906.20;CHF
07-11-2025 15:56:09;269099742;Addebito Forex;;;;1.0;1255.08;0.00;0.00;-1255.08;6395.51;USD
07-11-2025 15:52:38;269099307;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.13;0.00;0.00;0.13;7650.59;USD
07-11-2025 15:52:35;269099307;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;24.0;230.4314;38.43;0.00;5491.92;7650.46;USD
07-11-2025 15:52:28;269099294;Rettif. costi Borsa;NVDA;"NVIDIA ORD";US67066G1040;1.0;0.08;0.00;0.00;0.08;2158.54;USD
07-11-2025 15:52:27;269099294;Vendita;NVDA;"NVIDIA ORD";US67066G1040;20.0;183.4702;35.58;0.00;3633.82;2158.46;USD
07-11-2025 15:51:34;269102844;Rettif. costi Borsa;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;0.10;0.00;0.00;0.10;-1475.36;USD
07-11-2025 15:51:32;269102844;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;25.0;171.9114;36.55;0.00;4261.24;-1475.46;USD
07-11-2025 15:51:28;269102773;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;-5736.70;USD
07-11-2025 15:51:27;269102773;Vendita;TSLA;"TESLA ORD";US88160R1014;3.0;424.60;8.94;0.00;1264.86;-5736.74;USD
07-11-2025 15:51:27;269102773;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;424.60;3.65;0.00;420.95;-7001.60;USD
07-11-2025 01:30:49;00000000;Pagamento;;;;1.0;7790.40;0.00;0.00;7790.40;7906.20;CHF
05-11-2025 16:12:42;268463738;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;5.0;182.80;6.37;0.00;-920.37;-7422.55;USD
05-11-2025 15:30:13;268445645;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;4.0;243.09;6.46;0.00;-978.82;-6502.18;USD
04-11-2025 17:22:24;268269709;Acquisto;TSLA;"TESLA ORD";US88160R1014;4.0;452.0092;12.71;0.00;-1820.75;-5523.36;USD
04-11-2025 15:35:54;268251594;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;6.0;249.00;12.24;0.00;-1506.24;-3702.61;USD
04-11-2025 15:35:25;268240284;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.02;0.00;0.00;0.02;-2196.37;USD
04-11-2025 15:34:55;268240727;Rettif. costi Borsa;ALAB;"ASTERA LABS ORD";US04626A1034;1.0;0.02;0.00;0.00;0.02;-2196.39;USD
04-11-2025 15:34:15;268240702;Rettif. costi Borsa;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;1.0;0.04;0.00;0.00;0.04;-2196.41;USD
04-11-2025 15:32:51;268246701;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;7.0;248.8279;12.61;0.00;-1754.41;-2196.45;USD
04-11-2025 15:31:49;268240270;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.03;0.00;0.00;0.03;-442.04;USD
04-11-2025 15:30:50;268240284;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;5.0;120.60;2.92;0.00;600.08;-442.07;USD
04-11-2025 15:30:50;268240284;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;2.0;120.60;3.37;0.00;237.83;-1042.15;USD
04-11-2025 15:30:48;268240727;Vendita;ALAB;"ASTERA LABS ORD";US04626A1034;5.0;182.75;6.39;0.00;907.36;-1279.98;USD
04-11-2025 15:30:33;268237735;Rettif. costi Borsa;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;1.0;0.01;0.00;0.00;0.01;-2187.34;USD
04-11-2025 15:30:28;268240702;Vendita;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;150.0;10.30;12.36;0.00;1532.64;-2187.35;USD
04-11-2025 15:30:11;268240270;Vendita;INTC;"INTEL ORD";US4581401001;40.0;38.20;12.32;0.00;1515.68;-3719.99;USD
04-11-2025 15:30:05;268237735;Vendita;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;42.0;12.96;5.83;0.00;538.49;-5235.67;USD
03-11-2025 15:32:02;268061975;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;2.0;204.599;3.61;0.00;-412.81;-5774.16;USD
03-11-2025 15:30:23;268054773;Acquisto;ALAB;"ASTERA LABS ORD";US04626A1034;5.0;190.48;6.43;0.00;-958.83;-5361.35;USD
03-11-2025 15:30:20;268057503;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;9.0;205.00;12.77;0.00;-1857.77;-4402.52;USD
03-11-2025 15:30:14;268045553;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;75.0;13.20;6.45;0.00;-996.45;-2544.75;USD
03-11-2025 05:26:32;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;115.80;CHF
