Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
09-07-2026 09:01:58;300980544;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;1169.0;42.50;316.48;0.00;-49998.98;-456647.28;NOK
09-07-2026 09:01:58;300980544;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;1022.0;42.50;65.16;0.00;-43500.16;-406648.30;NOK
09-07-2026 09:01:58;300980544;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;809.0;42.50;402.42;0.00;-34784.92;-363148.14;NOK
09-07-2026 08:22:44;300976875;Vendita;157976147;"NDX P 30702.79 UBS 157976147";CH1579761474;400.0;10.576;9.85;0.00;4220.55;-3253.56;CHF
08-07-2026 13:26:56;300890661;Acquisto;MEQBIT;"MEQBIT LEON C      /Z";CH1579872743;10000.0;0.39;30.85;0.00;-3930.85;-7474.11;CHF
08-07-2026 11:42:24;300876635;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;9.0;43.08;0.58;0.00;-388.30;-328363.22;NOK
08-07-2026 11:42:24;300876635;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;204.0;43.08;13.18;0.00;-8801.50;-327974.92;NOK
08-07-2026 11:42:24;300876635;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;787.0;43.08;401.92;0.00;-34305.88;-319173.42;NOK
08-07-2026 11:40:36;300876589;Acquisto;MEQBIT;"MEQBIT LEON C      /Z";CH1579872743;10000.0;0.414;30.85;0.00;-4170.85;-3543.26;CHF
08-07-2026 09:18:16;300836345;Acquisto;VAR;"VAR ENERGI ORD";NO0011202772;2000.0;42.64;479.06;0.00;-85759.06;-284867.54;NOK
08-07-2026 09:15:21;300836244;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;139.524;15.08;0.00;6961.12;627.59;CHF
07-07-2026 21:36:42;300813858;Acquisto;157976147;"NDX P 30702.79 UBS 157976147";CH1579761474;400.0;13.094;9.85;0.00;-5247.45;-6333.53;CHF
07-07-2026 21:27:58;300813138;Vendita;IXA14Z;"IXA14Z ZKB P";CH1572900319;4000.0;1.93;30.85;0.00;7689.15;-1086.08;CHF
07-07-2026 15:01:49;300778248;Acquisto;IXA14Z;"IXA14Z ZKB P";CH1572900319;2000.0;1.50;30.85;0.00;-3030.85;-8775.23;CHF
07-07-2026 14:02:53;300770298;Vendita;IXAA7Z;"IXAA7Z ZKB C";CH1534668863;2000.0;2.01;30.85;0.00;3989.15;-5744.38;CHF
07-07-2026 11:35:15;300756076;Acquisto;IXA14Z;"IXA14Z ZKB P";CH1572900319;2000.0;1.82;30.85;0.00;-3670.85;-9733.53;CHF
07-07-2026 09:01:45;300731762;Vendita;MEQAKT;"MEQAKT LEON C";CH1546061693;20000.0;0.324;30.85;0.00;6449.15;-6062.68;CHF
07-07-2026 08:03:48;300724320;Vendita;157840788;"NDX P 30402.07 UBS 157840788";CH1578407889;300.0;7.728;9.85;0.00;2308.55;-12511.83;CHF
06-07-2026 14:54:09;300664387;Acquisto;MEQAKT;"MEQAKT LEON C";CH1546061693;10000.0;0.282;30.85;0.00;-2850.85;-14820.38;CHF
06-07-2026 11:35:08;300593565;Acquisto;IXAA7Z;"IXAA7Z ZKB C";CH1534668863;1000.0;1.83;20.85;0.00;-1850.85;-11969.53;CHF
06-07-2026 10:58:09;300577783;Accredito Forex;;;;1.0;20.00;0.00;0.00;20.00;0.00;EUR
06-07-2026 10:58:09;300577783;Addebito Forex;;;;1.0;18.57;0.00;0.00;-18.57;-10118.68;CHF
06-07-2026 09:50:43;300569256;Acquisto;157840788;"NDX P 30402.07 UBS 157840788";CH1578407889;300.0;6.361;9.85;0.00;-1918.15;-10100.11;CHF
