Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
26-10-2025 17:18:33;266739405;Vendita;ETH;"ETH";EX0X00ETH000;0.5;4050.50;20.25;0.00;2005.00;6100.48;USD
25-10-2025 08:05:21;266708966;Acquisto;ETH;"ETH";EX0X00ETH000;0.5;3930.00;19.65;0.00;-1984.65;4095.48;USD
24-10-2025 15:36:16;266657248;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.01;0.00;0.00;0.01;6080.13;USD
24-10-2025 15:35:36;266655472;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.02;0.00;0.00;0.02;6080.12;USD
24-10-2025 15:33:18;266655762;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;6080.10;USD
24-10-2025 15:33:14;266655462;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.02;0.00;0.00;0.02;6080.06;USD
24-10-2025 15:31:57;266657248;Vendita;INTC;"INTEL ORD";US4581401001;10.0;40.0203;3.61;0.00;396.59;6080.04;USD
24-10-2025 15:31:46;266655546;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;5683.45;USD
24-10-2025 15:30:39;266655472;Vendita;INTC;"INTEL ORD";US4581401001;15.0;41.00;2.93;0.00;612.07;5683.41;USD
24-10-2025 15:30:39;266655472;Vendita;INTC;"INTEL ORD";US4581401001;5.0;41.00;3.32;0.00;201.68;5071.34;USD
24-10-2025 15:30:17;266655762;Vendita;TSLA;"TESLA ORD";US88160R1014;3.0;449.00;9.05;0.00;1337.95;4869.66;USD
24-10-2025 15:30:17;266655762;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;449.00;3.68;0.00;445.32;3531.71;USD
24-10-2025 15:30:17;266655462;Vendita;INTC;"INTEL ORD";US4581401001;15.0;40.50;2.93;0.00;604.57;3086.39;USD
24-10-2025 15:30:16;266655462;Vendita;INTC;"INTEL ORD";US4581401001;5.0;40.50;3.31;0.00;199.19;2481.82;USD
24-10-2025 15:30:09;266655546;Vendita;TSLA;"TESLA ORD";US88160R1014;4.0;447.08;12.72;0.00;1775.60;2282.63;USD
24-10-2025 11:09:33;266631272;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;2.0;961.00;13.30;0.00;-1935.30;63.00;CHF
23-10-2025 19:05:01;266544177;Accredito Forex;;;;1.0;1800.00;0.00;0.00;1800.00;1998.30;CHF
23-10-2025 19:05:01;266544177;Addebito Forex;;;;1.0;2283.72;0.00;0.00;-2283.72;507.03;USD
23-10-2025 18:59:53;266544041;Acquisto;INTC;"INTEL ORD";US4581401001;18.0;37.50;3.02;0.00;-678.02;2790.75;USD
23-10-2025 18:59:53;266544041;Acquisto;INTC;"INTEL ORD";US4581401001;7.0;37.50;3.39;0.00;-265.89;3468.77;USD
23-10-2025 18:59:48;266486648;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.02;0.00;0.00;0.02;3734.66;USD
23-10-2025 18:59:45;266486648;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;445.00;2.68;0.00;442.32;3734.64;USD
23-10-2025 18:59:45;266486648;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;445.00;3.68;0.00;441.32;3292.32;USD
23-10-2025 18:53:45;266487150;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.02;0.00;0.00;0.02;2851.00;USD
23-10-2025 18:53:43;266487150;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;443.00;2.68;0.00;440.32;2850.98;USD
23-10-2025 18:53:43;266487150;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;443.00;3.67;0.00;439.33;2410.66;USD
23-10-2025 18:44:17;266487117;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.02;0.00;0.00;0.02;1971.33;USD
23-10-2025 18:44:16;266487117;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;441.00;2.67;0.00;438.33;1971.31;USD
23-10-2025 18:44:16;266487117;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;441.00;3.67;0.00;437.33;1532.98;USD
23-10-2025 18:40:19;266487083;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.02;0.00;0.00;0.02;1095.65;USD
23-10-2025 18:40:16;266487083;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;439.00;2.67;0.00;436.33;1095.63;USD
23-10-2025 18:40:15;266487083;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;439.00;3.67;0.00;435.33;659.30;USD
23-10-2025 05:11:35;00000000;Prelevamento;;;;1.0;44000.00;0.00;0.00;-44000.00;198.30;CHF
22-10-2025 20:08:08;266407489;Acquisto;TSLA;"TESLA ORD";US88160R1014;10.0;431.50;26.47;0.00;-4341.47;223.97;USD
22-10-2025 20:08:07;266407489;Acquisto;TSLA;"TESLA ORD";US88160R1014;4.0;431.50;12.59;0.00;-1738.59;4565.44;USD
22-10-2025 20:04:01;266406748;Accredito Forex;;;;1.0;6227.05;0.00;0.00;6227.05;6304.03;USD
22-10-2025 20:04:01;266406748;Addebito Forex;;;;1.0;5000.00;0.00;0.00;-5000.00;44198.30;CHF
22-10-2025 18:36:38;266399670;Accredito Forex;;;;1.0;4883.56;0.00;0.00;4883.56;49198.30;CHF
22-10-2025 18:36:38;266399670;Addebito Forex;;;;1.0;6200.00;0.00;0.00;-6200.00;76.98;USD
22-10-2025 18:35:45;266399621;Rettif. costi Borsa;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;0.02;0.00;0.00;0.02;6276.98;USD
22-10-2025 18:35:44;266399621;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;5.0;171.755;6.31;0.00;852.47;6276.96;USD
22-10-2025 18:35:07;266399888;Rettif. costi Borsa;COIN;"COINBASE GLOBAL CL A ORD";US19260Q1076;1.0;0.07;0.00;0.00;0.07;5424.49;USD
22-10-2025 18:35:05;266399888;Vendita;COIN;"COINBASE GLOBAL CL A ORD";US19260Q1076;10.0;314.27;34.78;0.00;3107.92;5424.42;USD
