Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
14-10-2025 21:55:02;265223359;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;20.0;134.00;34.02;0.00;-2714.02;241.40;USD
14-10-2025 21:38:07;265221863;Acquisto;XRP;"XRP";EX0X00XRP000;200.0;2.48;4.96;0.00;-500.96;2955.42;USD
14-10-2025 18:52:48;265208984;Acquisto;COIN;"COINBASE GLOBAL CL A ORD";US19260Q1076;10.0;350.0363;35.25;0.00;-3535.61;3456.38;USD
14-10-2025 16:10:11;265190301;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;181.4599;12.72;0.00;-1827.32;6991.99;USD
14-10-2025 16:06:38;265189643;Accredito Forex;;;;1.0;70.00;0.00;0.00;70.00;9.36;CHF
14-10-2025 16:06:38;265189643;Addebito Forex;;;;1.0;87.95;0.00;0.00;-87.95;8819.31;USD
14-10-2025 15:37:52;265176839;Acquisto;BTC;"BTC";EX0X00XBT000;0.01;110000.00;11.00;0.00;-1111.00;8907.26;USD
14-10-2025 15:37:23;265170772;Acquisto;XRP;"XRP";EX0X00XRP000;400.0;2.40;9.60;0.00;-969.60;10018.26;USD
14-10-2025 15:32:45;265076311;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.08;0.00;0.00;0.08;10987.86;USD
14-10-2025 15:30:20;265076311;Vendita;INTC;"INTEL ORD";US4581401001;100.0;35.77;35.45;0.00;3541.55;10987.78;USD
14-10-2025 12:00:22;00000000;Servizi Paganti;;;;1.0;-10.00;0.00;0.00;-10.00;7446.23;USD
14-10-2025 09:03:54;265111045;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;100.0;118.76;22.05;0.00;-11898.05;-60.64;CHF
14-10-2025 08:44:20;265108837;Acquisto;ETH;"ETH";EX0X00ETH000;0.25;4000.00;10.00;0.00;-1010.00;7456.23;USD
14-10-2025 05:09:47;265093365;Accredito Forex;;;;1.0;600.00;0.00;0.00;600.00;11837.41;CHF
14-10-2025 05:09:47;265093365;Addebito Forex;;;;1.0;753.21;0.00;0.00;-753.21;8466.23;USD
13-10-2025 21:09:03;265070391;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;187.7099;12.82;0.00;-1889.92;9219.44;USD
13-10-2025 21:01:28;265069548;Acquisto;INTC;"INTEL ORD";US4581401001;100.0;37.00;35.55;0.00;-3735.55;11109.36;USD
13-10-2025 20:30:53;265066631;Acquisto;RACE;"FERRARI ORD";NL0011585146;3.0;380.00;6.71;0.00;-1146.71;14844.91;USD
13-10-2025 20:30:53;265066631;Acquisto;RACE;"FERRARI ORD";NL0011585146;2.0;380.00;6.14;0.00;-766.14;15991.62;USD
13-10-2025 09:02:53;264892232;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;38.0;117.96;4.00;0.00;-4486.50;11237.41;CHF
13-10-2025 09:02:53;264892232;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;62.0;117.94;17.95;0.00;-7330.25;15723.91;CHF
13-10-2025 06:05:15;264872459;Acquisto;XRP;"XRP";EX0X00XRP000;400.0;2.55657;10.23;0.00;-1032.86;16757.76;USD
13-10-2025 05:33:52;264869434;Acquisto;BTC;"BTC";EX0X00XBT000;0.00008696;115000.00;0.10;0.00;-10.10;17790.62;USD
13-10-2025 05:33:52;264869434;Acquisto;BTC;"BTC";EX0X00XBT000;0.00991304;115000.00;11.40;0.00;-1151.40;17800.72;USD
13-10-2025 05:31:55;264869347;Acquisto;ETH;"ETH";EX0X00ETH000;0.25;4150.00;10.38;0.00;-1047.88;18952.12;USD
13-10-2025 05:04:59;264863992;Accredito Forex;;;;1.0;20000.00;0.00;0.00;20000.00;20000.00;USD
13-10-2025 05:04:59;264863992;Addebito Forex;;;;1.0;16175.62;0.00;0.00;-16175.62;23054.16;CHF
13-10-2025 04:16:11;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;39229.78;CHF
13-10-2025 01:36:04;00000000;Pagamento;;;;1.0;10000.00;0.00;0.00;10000.00;39129.78;CHF
13-10-2025 01:26:29;00000000;Pagamento;;;;1.0;5000.00;0.00;0.00;5000.00;29129.78;CHF
13-10-2025 01:26:23;00000000;Pagamento;;;;1.0;10000.00;0.00;0.00;10000.00;24129.78;CHF
13-10-2025 01:02:32;00000000;Pagamento;;;;1.0;10000.00;0.00;0.00;10000.00;14129.78;CHF
10-10-2025 21:12:01;264642967;Accredito Forex;;;;1.0;3225.18;0.00;0.00;3225.18;4129.78;CHF
10-10-2025 21:12:01;264642967;Addebito Forex;;;;1.0;4063.43;0.00;0.00;-4063.43;0.00;USD
10-10-2025 21:11:25;264643027;Accredito Forex;;;;1.0;870.04;0.00;0.00;870.04;904.60;CHF
10-10-2025 21:11:25;264643027;Addebito Forex;;;;1.0;944.34;0.00;0.00;-944.34;0.00;EUR
10-10-2025 21:01:13;264641297;Vendita;XRP;"XRP";EX0X00XRP000;169.94298519;2.33491;3.97;0.00;392.83;944.34;EUR
10-10-2025 20:52:10;264640362;Rettif. costi Borsa;NVDA;"NVIDIA ORD";US67066G1040;1.0;0.05;0.00;0.00;0.05;4063.43;USD
10-10-2025 20:52:08;264640362;Vendita;NVDA;"NVIDIA ORD";US67066G1040;11.0;187.0001;33.14;0.00;2023.86;4063.38;USD
10-10-2025 20:51:44;264640690;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.05;0.00;0.00;0.05;2039.52;USD
10-10-2025 20:51:41;264640690;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;6.0;218.96;7.00;0.00;1306.76;2039.47;USD
10-10-2025 20:51:41;264640690;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;2.0;218.96;2.67;0.00;435.25;732.71;USD
10-10-2025 20:51:41;264640690;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;218.96;3.34;0.00;215.62;297.46;USD
09-10-2025 19:25:56;264481812;Acquisto;XRP;"XRP";EX0X00XRP000;34.0;2.41913;0.82;0.00;-83.07;551.51;EUR
08-10-2025 21:04:55;264356608;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;6.0;188.4299;11.70;0.00;-1142.28;81.84;USD
08-10-2025 21:03:08;264356260;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;9.0;230.7296;33.11;0.00;-2109.68;1224.12;USD
08-10-2025 20:59:57;264356148;Rettif. costi Borsa;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;0.04;0.00;0.00;0.04;3333.80;USD
08-10-2025 20:59:56;264356148;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;10.0;182.7504;12.78;0.00;1814.72;3333.76;USD
08-10-2025 20:56:15;264355488;Rettif. costi Borsa;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;1.0;0.03;0.00;0.00;0.03;1519.04;USD
08-10-2025 20:56:12;264355488;Vendita;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;100.0;13.0701;11.99;0.00;1295.02;1519.01;USD
08-10-2025 03:08:54;264247805;Vendita;ETH;"ETH";EX0X00ETH000;0.0699093;3843.30;2.69;0.00;265.99;634.58;EUR
08-10-2025 03:00:30;264247782;Vendita;BTC;"BTC";EX0X00XBT000;0.00331534;104800.00;3.47;0.00;343.98;368.59;EUR
07-10-2025 16:17:00;264193152;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;188.60;2.84;0.00;-568.64;223.99;USD
07-10-2025 16:17:00;264193152;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;2.0;188.60;3.57;0.00;-380.77;792.63;USD
07-10-2025 10:00:26;264121172;Acquisto;BTC;"BTC";EX0X00XBT000;0.00028338;105865.00;0.30;0.00;-30.30;24.61;EUR
07-10-2025 10:00:24;264121141;Acquisto;ETH;"ETH";EX0X00ETH000;0.00749045;4005.10;0.30;0.00;-30.30;54.91;EUR
07-10-2025 10:00:21;264120479;Acquisto;XRP;"XRP";EX0X00XRP000;11.79078433;2.54436;0.30;0.00;-30.30;85.21;EUR
06-10-2025 22:30:28;264010865;Acquisto;XRP;"XRP";EX0X00XRP000;38.9039966;2.56969;1.00;0.00;-100.97;115.51;EUR
06-10-2025 22:28:37;264009787;Acquisto;ETH;"ETH";EX0X00ETH000;0.06241885;4004.70;2.50;0.00;-252.47;216.48;EUR
06-10-2025 22:27:51;264009185;Acquisto;BTC;"BTC";EX0X00XBT000;0.00187587;106617.00;2.00;0.00;-202.00;468.95;EUR
06-10-2025 11:33:26;263882101;Accredito Forex;;;;1.0;1150.00;0.00;0.00;1150.00;34.56;CHF
06-10-2025 11:33:26;263882101;Addebito Forex;;;;1.0;1453.64;0.00;0.00;-1453.64;1173.40;USD
06-10-2025 09:20:26;263831467;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;12.0;931.2833;18.25;0.00;-11193.65;-1115.44;CHF
06-10-2025 06:48:49;263801845;Accredito Forex;;;;1.0;100.00;0.00;0.00;100.00;670.95;EUR
06-10-2025 06:48:49;263801845;Addebito Forex;;;;1.0;94.19;0.00;0.00;-94.19;10078.21;CHF
06-10-2025 04:12:02;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;10172.40;CHF
06-10-2025 01:11:18;00000000;Pagamento;;;;1.0;10000.00;0.00;0.00;10000.00;10072.40;CHF
04-10-2025 06:24:33;263559720;Vendita;BTC;"BTC";EX0X00XBT000;0.00115;104176.00;1.20;0.00;118.60;570.95;EUR
03-10-2025 21:28:45;263525551;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;25.0;13.6099;3.51;0.00;-343.76;2627.04;USD
03-10-2025 21:06:52;263524069;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;7.0;174.50;6.83;0.00;-1228.33;2970.80;USD
03-10-2025 21:06:52;263524069;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;174.50;5.79;0.00;-529.29;4199.13;USD
03-10-2025 20:35:38;263521735;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;56.0;13.30;3.12;0.00;-747.92;4728.42;USD
03-10-2025 20:35:37;263521735;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;19.0;13.30;3.38;0.00;-256.08;5476.34;USD
03-10-2025 19:54:08;263518827;Rettif. costi Borsa;AMZN;"AMAZON COM ORD";US0231351067;1.0;0.02;0.00;0.00;0.02;5732.42;USD
03-10-2025 19:54:07;263518827;Vendita;AMZN;"AMAZON COM ORD";US0231351067;4.0;219.9302;6.34;0.00;873.38;5732.40;USD
03-10-2025 19:53:43;263518809;Rettif. costi Borsa;META;"META PLATFORMS CL A ORD";US30303M1027;1.0;0.03;0.00;0.00;0.03;4859.02;USD
03-10-2025 19:53:41;263518809;Vendita;META;"META PLATFORMS CL A ORD";US30303M1027;2.0;712.5416;12.17;0.00;1412.91;4858.99;USD
03-10-2025 19:52:03;263518469;Rettif. costi Borsa;ARM;"ARM HOLDINGS ADR";US0420682058;1.0;0.02;0.00;0.00;0.02;3446.08;USD
03-10-2025 19:52:01;263518469;Vendita;ARM;"ARM HOLDINGS ADR";US0420682058;3.0;151.30;2.69;0.00;451.21;3446.06;USD
03-10-2025 19:52:01;263518469;Vendita;ARM;"ARM HOLDINGS ADR";US0420682058;2.0;151.30;3.46;0.00;299.14;2994.85;USD
03-10-2025 16:49:16;263497841;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.02;0.00;0.00;0.02;2695.71;USD
03-10-2025 16:49:14;263497841;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;5.0;167.4205;6.28;0.00;830.82;2695.69;USD
02-10-2025 17:19:36;262974232;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;2.0;909.70;13.20;0.00;-1832.60;72.40;CHF
02-10-2025 17:19:10;262974211;Accredito Forex;;;;1.0;1900.00;0.00;0.00;1900.00;1905.00;CHF
02-10-2025 17:19:10;262974211;Addebito Forex;;;;1.0;2399.87;0.00;0.00;-2399.87;1864.87;USD
02-10-2025 15:51:07;262953121;Accredito Forex;;;;1.0;5.00;0.00;0.00;5.00;5.00;CHF
02-10-2025 15:51:07;262953121;Addebito Forex;;;;1.0;6.33;0.00;0.00;-6.33;4264.74;USD
02-10-2025 15:32:47;262887324;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.02;0.00;0.00;0.02;4271.07;USD
02-10-2025 15:30:15;262887324;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;5.0;168.63;6.28;0.00;836.87;4271.05;USD
02-10-2025 12:45:33;00000000;Dividendo;NVDA;"NVIDIA ORD";US67066G1040;1.0;0.26;0.08;0.00;0.18;3434.18;USD
02-10-2025 02:09:39;262786629;Vendita;ETH;"ETH";EX0X00ETH000;0.12190244;3732.00;4.55;0.00;450.39;452.35;EUR
