Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
19-01-2026 09:25:46;277762284;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;400.0;212.00;87.67;0.00;-84887.67;13105.20;CHF
19-01-2026 02:15:51;00000000;Pagamento;;;;1.0;40000.00;0.00;0.00;40000.00;97992.87;CHF
19-01-2026 02:06:28;00000000;Pagamento;;;;1.0;40000.00;0.00;0.00;40000.00;57992.87;CHF
16-01-2026 21:05:15;277666197;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;50.0;170.5198;42.79;0.00;-8568.78;-69463.01;USD
16-01-2026 17:27:45;277652977;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;100.0;202.95;29.61;0.00;20265.39;17992.87;CHF
15-01-2026 17:09:34;277538550;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;50.0;187.915;44.09;0.00;-9439.84;-60894.23;USD
15-01-2026 17:08:03;277538437;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;50.0;187.76;44.08;0.00;-9432.08;-51454.39;USD
15-01-2026 15:59:17;277506891;Acquisto;AAPL;"APPLE ORD";US0378331005;50.0;260.2495;74.52;0.00;-13087.00;-42022.31;USD
15-01-2026 15:52:42;277506138;Rettif. costi Borsa;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;0.16;0.00;0.00;0.16;-28935.31;USD
15-01-2026 15:52:40;277506138;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;20.0;344.7708;40.50;0.00;6854.92;-28935.47;USD
15-01-2026 15:50:52;277505014;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.27;0.00;0.00;0.27;-35790.39;USD
15-01-2026 15:50:50;277505014;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;50.0;235.4315;72.93;0.00;11698.65;-35790.66;USD
15-01-2026 15:47:53;277503983;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.22;0.00;0.00;0.22;-47489.31;USD
15-01-2026 15:47:52;277503983;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;100.0;96.52;44.70;0.00;9607.30;-47489.53;USD
14-01-2026 12:00:18;00000000;Servizi Paganti;;;;1.0;-10.00;0.00;0.00;-10.00;-57096.83;USD
13-01-2026 15:30:04;277209921;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;50.0;178.82;43.41;0.00;-8984.41;-57086.83;USD
12-01-2026 15:33:01;277011999;Acquisto;AAPL;"APPLE ORD";US0378331005;15.0;259.00;25.83;0.00;-3910.83;-48102.42;USD
12-01-2026 15:33:00;277011999;Acquisto;AAPL;"APPLE ORD";US0378331005;5.0;259.00;11.94;0.00;-1306.94;-44191.59;USD
12-01-2026 15:32:52;277012540;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;20.0;323.00;39.69;0.00;-6499.69;-42884.65;USD
09-01-2026 21:47:27;276874331;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;10.0;203.7997;33.06;0.00;-2071.06;-36384.96;USD
09-01-2026 17:24:03;00000000;Dividendo;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;7.95;1.67;0.00;6.28;-34313.90;USD
09-01-2026 09:17:00;276729266;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;177.20;19.33;0.00;-8879.33;-2272.52;CHF
08-01-2026 20:21:55;276698831;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;20.0;245.9897;37.38;0.00;-4957.17;-34320.18;USD
08-01-2026 20:18:52;276699322;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;30.0;245.8198;41.06;0.00;-7415.65;-29363.01;USD
07-01-2026 17:10:32;276537830;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;176.2548;16.46;0.00;-8829.21;6606.81;CHF
07-01-2026 14:12:21;276510316;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;175.8033;16.44;0.00;8773.71;15436.02;CHF
07-01-2026 14:11:43;276510184;Vendita;ZGLD;"Swisscanto GOLD ETF";CH0139101593;10.0;1045.36;17.69;0.00;10435.91;6662.31;CHF
06-01-2026 19:06:30;276422492;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;40.0;212.1892;42.73;0.00;-8530.30;-21947.36;USD
