Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
24-12-2025 15:55:21;274578280;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.18;0.00;0.00;0.18;-15598.00;USD
24-12-2025 15:55:17;274578280;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;100.0;78.85;42.01;0.00;7842.99;-15598.18;USD
23-12-2025 22:06:07;00000000;Versamento;;;;1.0;4000.00;0.00;0.00;4000.00;8000.00;EUR
23-12-2025 19:44:51;274514392;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;30.0;188.4299;38.48;0.00;-5691.38;-23441.17;USD
23-12-2025 09:53:27;00000000;Versamento;;;;1.0;4000.00;0.00;0.00;4000.00;4000.00;EUR
23-12-2025 09:19:11;274440888;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;5.0;156.98;8.44;0.00;-793.34;-141.46;CHF
22-12-2025 17:24:55;274394792;Acquisto;AAPL;"APPLE ORD";US0378331005;5.0;272.4598;12.04;0.00;-1374.34;-17749.79;USD
22-12-2025 17:24:36;274394787;Acquisto;AAPL;"APPLE ORD";US0378331005;5.0;272.4698;12.04;0.00;-1374.39;-16375.45;USD
22-12-2025 09:32:08;274323649;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;5.0;156.38;6.12;0.00;-788.02;651.88;CHF
15-12-2025 15:35:04;273708131;Rettif. costi Borsa;ORCL;"ORACLE ORD";US68389X1054;1.0;0.04;0.00;0.00;0.04;-15001.06;USD
15-12-2025 15:34:52;273708114;Rettif. costi Borsa;ORCL;"ORACLE ORD";US68389X1054;1.0;0.04;0.00;0.00;0.04;-15001.10;USD
15-12-2025 15:32:30;273708226;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;177.7998;12.67;0.00;-1790.67;-15001.14;USD
15-12-2025 15:32:10;273713235;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;177.7398;12.67;0.00;-1790.07;-13210.47;USD
15-12-2025 15:31:40;273708131;Vendita;ORCL;"ORACLE ORD";US68389X1054;7.0;186.00;6.98;0.00;1295.02;-11420.40;USD
15-12-2025 15:31:40;273708131;Vendita;ORCL;"ORACLE ORD";US68389X1054;3.0;186.00;5.85;0.00;552.15;-12715.42;USD
15-12-2025 15:31:08;273708114;Vendita;ORCL;"ORACLE ORD";US68389X1054;10.0;186.0633;12.83;0.00;1847.80;-13267.57;USD
15-12-2025 15:30:29;273713076;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;177.1698;12.66;0.00;-1784.36;-15115.37;USD
15-12-2025 15:30:20;273708049;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;177.4197;12.66;0.00;-1786.86;-13331.01;USD
15-12-2025 09:41:04;00000000;Pagamento;;;;1.0;1000.00;19.00;0.00;981.00;1439.90;CHF
14-12-2025 12:00:15;00000000;Servizi Paganti;;;;1.0;-10.00;0.00;0.00;-10.00;-11544.15;USD
12-12-2025 18:56:23;273573991;Acquisto;INTC;"INTEL ORD";US4581401001;37.0;38.40;9.13;0.00;-1429.93;-11534.15;USD
12-12-2025 18:56:23;273573991;Acquisto;INTC;"INTEL ORD";US4581401001;13.0;38.40;3.75;0.00;-502.95;-10104.22;USD
12-12-2025 18:05:57;273569185;Rettif. costi Borsa;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;0.08;0.00;0.00;0.08;-9601.27;USD
12-12-2025 18:05:53;273569185;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;15.0;181.50;29.15;0.00;2693.35;-9601.35;USD
12-12-2025 18:05:53;273569185;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;5.0;181.50;6.38;0.00;901.12;-12294.70;USD
11-12-2025 16:12:56;272732609;Acquisto;ORCL;"ORACLE ORD";US68389X1054;10.0;193.14;12.90;0.00;-1944.30;-13195.82;USD
10-12-2025 20:16:00;272578256;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;10.0;230.7297;33.46;0.00;-2340.76;-11251.52;USD
10-12-2025 20:13:50;272577686;Rettif. costi Borsa;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;1.0;0.02;0.00;0.00;0.02;-8910.76;USD
10-12-2025 20:13:48;272577686;Vendita;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;100.0;9.2101;6.40;0.00;914.61;-8910.78;USD
08-12-2025 15:31:11;272330870;Acquisto;ORCL;"ORACLE ORD";US68389X1054;5.0;222.00;11.67;0.00;-1121.67;-9825.39;USD
08-12-2025 15:31:11;272330864;Acquisto;ORCL;"ORACLE ORD";US68389X1054;5.0;222.00;11.67;0.00;-1121.67;-8703.72;USD
08-12-2025 13:00:48;272330734;Accredito Forex;;;;1.0;2300.00;0.00;0.00;2300.00;-7582.05;USD
08-12-2025 13:00:48;272330734;Addebito Forex;;;;1.0;1870.05;0.00;0.00;-1870.05;458.90;CHF
08-12-2025 08:10:42;00000000;Pagamento;;;;1.0;2000.00;38.00;0.00;1962.00;2328.95;CHF
