Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
01-04-2026 07:46:34;00000000;Diritti di deposito;;;;1.0;18.00;0.00;0.00;-18.00;115.83;CHF
28-03-2026 13:35:38;00000000;Prelevamento;;;;1.0;94000.00;0.00;0.00;-94000.00;133.83;CHF
16-03-2026 10:06:56;286592843;Vendita;ZGLD;"Swisscanto GOLD ETF";CH0139101593;80.0;1165.00;245.38;0.00;92954.62;94133.83;CHF
02-03-2026 15:25:52;284836094;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;30.0;1230.60;97.73;0.00;-37015.73;1179.21;CHF
02-03-2026 10:59:43;284791451;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;50.0;1234.2135;142.28;0.00;-61852.98;38194.94;CHF
02-03-2026 10:49:34;00000000;Versamento;;;;1.0;100000.00;0.00;0.00;100000.00;100047.92;CHF
18-01-2026 20:15:53;00000000;Prelevamento;;;;1.0;41700.00;0.00;0.00;-41700.00;47.92;CHF
17-01-2026 18:55:56;00000000;Prelevamento;;;;1.0;40000.00;0.00;0.00;-40000.00;41747.92;CHF
16-01-2026 17:21:06;277652414;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;300.0;202.70;216.23;0.00;60593.77;81747.92;CHF
15-01-2026 15:24:00;277493870;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;204.35;34.69;0.00;-10252.19;21154.15;CHF
15-01-2026 15:22:35;00000000;Versamento;;;;1.0;30000.00;0.00;0.00;30000.00;31406.34;CHF
14-01-2026 10:24:30;277332428;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;150.0;206.48;86.23;0.00;-31058.23;1406.34;CHF
14-01-2026 10:23:59;00000000;Versamento;;;;1.0;2000.00;0.00;0.00;2000.00;32464.57;CHF
13-01-2026 11:46:26;277210874;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;100.0;195.00;55.06;0.00;-19555.06;30464.57;CHF
13-01-2026 11:40:31;00000000;Versamento;;;;1.0;50000.00;0.00;0.00;50000.00;50019.63;CHF
05-01-2026 12:52:53;00000000;Prelevamento;;;;1.0;19900.00;0.00;0.00;-19900.00;19.63;CHF
05-01-2026 12:24:42;276200313;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;115.0;170.70;79.16;0.00;19551.34;19919.63;CHF
05-01-2026 09:03:08;275548957;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;115.0;171.10;37.21;0.00;-19713.71;368.29;CHF
01-01-2026 17:38:56;00000000;Versamento;;;;1.0;20100.00;0.00;0.00;20100.00;20082.00;CHF
01-01-2026 06:42:08;00000000;Diritti di deposito;;;;1.0;18.00;0.00;0.00;-18.00;-18.00;CHF
