Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
23-06-2026 13:51:44;299269395;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;1000.0;318.90;2035.06;0.00;-320935.06;-33961.55;NOK
23-06-2026 09:46:59;299243378;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;500.0;317.30;828.96;0.00;-159478.96;286973.51;NOK
22-06-2026 14:52:42;299143040;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;500.0;316.30;823.78;0.00;-158973.78;446452.47;NOK
22-06-2026 09:41:04;299105279;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;500.0;319.80;827.15;0.00;-160727.15;605426.25;NOK
20-06-2026 12:00:25;00000000;Servizi Paganti;;;;1.0;-20.00;0.00;0.00;-20.00;-20.00;EUR
19-06-2026 09:06:49;298974994;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;226.0;316.70;457.82;0.00;-72032.02;766153.40;NOK
19-06-2026 09:03:13;298974539;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;62.0;316.00;29.32;0.00;-19621.32;838185.42;NOK
19-06-2026 09:01:56;298974539;Acquisto;EQNR;"EQUINOR ORD";NO0010096985;212.0;316.00;451.01;0.00;-67443.01;857806.74;NOK
18-06-2026 16:13:08;298926253;Vendita;EQNR;"EQUINOR ORD";NO0010096985;3000.0;309.60;3690.33;0.00;925109.67;925249.75;NOK
18-06-2026 10:08:21;298875850;Accredito Forex;;;;1.0;107000.00;0.00;0.00;107000.00;140.08;NOK
18-06-2026 10:08:21;298875850;Addebito Forex;;;;1.0;9023.56;0.00;0.00;-9023.56;5514.31;CHF
18-06-2026 10:07:30;298875421;Vendita;EQNR;"EQUINOR ORD";NO0010096985;1000.0;317.00;2024.60;0.00;314975.40;-106859.92;NOK
18-06-2026 09:01:23;298859907;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;200.0;156.834;33.38;0.00;31333.42;14537.87;CHF
16-06-2026 10:00:33;298663365;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;158.80;18.50;0.00;-7958.50;-16795.55;CHF
15-06-2026 16:55:05;298587854;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;50.0;160.106;15.85;0.00;-8021.15;-8837.05;CHF
15-06-2026 15:19:55;298552459;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;100.0;160.74;25.82;0.00;-16099.82;-815.90;CHF
15-06-2026 10:34:43;298513241;Vendita;EQNR;"EQUINOR ORD";NO0010096985;92.0;329.00;45.40;0.00;30222.60;-421835.32;NOK
15-06-2026 10:34:42;298513241;Vendita;EQNR;"EQUINOR ORD";NO0010096985;44.0;329.00;21.72;0.00;14454.28;-452057.92;NOK
15-06-2026 10:34:42;298513241;Vendita;EQNR;"EQUINOR ORD";NO0010096985;176.0;329.00;686.17;0.00;57217.83;-466512.20;NOK
