Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
26-01-2026 09:08:54;278424353;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;100.0;240.75;33.02;0.00;-24108.02;-68638.93;CHF
25-01-2026 12:08:15;00000000;Transazione con carta;;"L'Ice Café";;1.0;-7.50;0.00;0.00;-7.50;-44530.91;CHF
23-01-2026 16:49:20;278320635;Acquisto;PAAS;"PAN AMER SILVER ORD";CA6979001089;500.0;64.8199;183.61;0.00;-32593.56;-147611.87;USD
23-01-2026 16:10:19;278312505;Acquisto;AAPL;"APPLE ORD";US0378331005;50.0;246.2296;73.47;0.00;-12384.95;-115018.31;USD
23-01-2026 16:09:20;278312286;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;20.0;1160.20;32.23;0.00;-23236.23;-44523.41;CHF
23-01-2026 15:30:16;278251080;Acquisto;AAPL;"APPLE ORD";US0378331005;30.0;246.89;41.11;0.00;-7447.81;-102633.36;USD
23-01-2026 09:28:05;278258430;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;30.0;1150.00;42.41;0.00;-34542.41;-21287.18;CHF
22-01-2026 16:57:02;278206088;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;200.0;215.25;50.10;0.00;42999.90;13255.23;CHF
22-01-2026 15:38:40;278176221;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;20.0;233.2994;37.00;0.00;-4702.99;-95185.55;USD
21-01-2026 16:37:30;278073700;Acquisto;AAPL;"APPLE ORD";US0378331005;20.0;248.2097;37.45;0.00;-5001.64;-90482.56;USD
21-01-2026 16:07:24;278068100;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;30.0;231.00;40.40;0.00;-6970.40;-85480.92;USD
20-01-2026 15:59:44;277941333;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;37.0;180.08;10.00;0.00;-6672.96;-78510.52;USD
20-01-2026 15:59:44;277941333;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;13.0;180.08;33.51;0.00;-2374.55;-71837.56;USD
20-01-2026 09:34:22;277885132;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;177.0;214.00;34.09;0.00;-37912.09;-29744.67;CHF
20-01-2026 09:33:58;277885132;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;23.0;214.00;15.78;0.00;-4937.78;8167.42;CHF
19-01-2026 09:25:46;277762284;Acquisto;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;400.0;212.00;87.67;0.00;-84887.67;13105.20;CHF
19-01-2026 02:15:51;00000000;Pagamento;;;;1.0;40000.00;0.00;0.00;40000.00;97992.87;CHF
19-01-2026 02:06:28;00000000;Pagamento;;;;1.0;40000.00;0.00;0.00;40000.00;57992.87;CHF
16-01-2026 21:05:15;277666197;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;50.0;170.5198;42.79;0.00;-8568.78;-69463.01;USD
16-01-2026 17:27:45;277652977;Vendita;ZSIL;"Swisscanto Silver ETF-A CHF";CH0183135976;100.0;202.95;29.61;0.00;20265.39;17992.87;CHF
15-01-2026 17:09:34;277538550;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;50.0;187.915;44.09;0.00;-9439.84;-60894.23;USD
15-01-2026 17:08:03;277538437;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;50.0;187.76;44.08;0.00;-9432.08;-51454.39;USD
15-01-2026 15:59:17;277506891;Acquisto;AAPL;"APPLE ORD";US0378331005;50.0;260.2495;74.52;0.00;-13087.00;-42022.31;USD
15-01-2026 15:52:42;277506138;Rettif. costi Borsa;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;0.16;0.00;0.00;0.16;-28935.31;USD
15-01-2026 15:52:40;277506138;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;20.0;344.7708;40.50;0.00;6854.92;-28935.47;USD
15-01-2026 15:50:52;277505014;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.27;0.00;0.00;0.27;-35790.39;USD
15-01-2026 15:50:50;277505014;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;50.0;235.4315;72.93;0.00;11698.65;-35790.66;USD
