Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Saldo;Valuta
05-11-2025 16:12:42;268463738;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;5.0;182.80;6.37;0.00;-920.37;-7422.55;USD
05-11-2025 15:30:13;268445645;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;4.0;243.09;6.46;0.00;-978.82;-6502.18;USD
04-11-2025 17:22:24;268269709;Acquisto;TSLA;"TESLA ORD";US88160R1014;4.0;452.0092;12.71;0.00;-1820.75;-5523.36;USD
04-11-2025 15:35:54;268251594;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;6.0;249.00;12.24;0.00;-1506.24;-3702.61;USD
04-11-2025 15:35:25;268240284;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.02;0.00;0.00;0.02;-2196.37;USD
04-11-2025 15:34:55;268240727;Rettif. costi Borsa;ALAB;"ASTERA LABS ORD";US04626A1034;1.0;0.02;0.00;0.00;0.02;-2196.39;USD
04-11-2025 15:34:15;268240702;Rettif. costi Borsa;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;1.0;0.04;0.00;0.00;0.04;-2196.41;USD
04-11-2025 15:32:51;268246701;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;7.0;248.8279;12.61;0.00;-1754.41;-2196.45;USD
04-11-2025 15:31:49;268240270;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.03;0.00;0.00;0.03;-442.04;USD
04-11-2025 15:30:50;268240284;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;5.0;120.60;2.92;0.00;600.08;-442.07;USD
04-11-2025 15:30:50;268240284;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;2.0;120.60;3.37;0.00;237.83;-1042.15;USD
04-11-2025 15:30:48;268240727;Vendita;ALAB;"ASTERA LABS ORD";US04626A1034;5.0;182.75;6.39;0.00;907.36;-1279.98;USD
04-11-2025 15:30:33;268237735;Rettif. costi Borsa;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;1.0;0.01;0.00;0.00;0.01;-2187.34;USD
04-11-2025 15:30:28;268240702;Vendita;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;150.0;10.30;12.36;0.00;1532.64;-2187.35;USD
04-11-2025 15:30:11;268240270;Vendita;INTC;"INTEL ORD";US4581401001;40.0;38.20;12.32;0.00;1515.68;-3719.99;USD
04-11-2025 15:30:05;268237735;Vendita;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;42.0;12.96;5.83;0.00;538.49;-5235.67;USD
03-11-2025 15:32:02;268061975;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;2.0;204.599;3.61;0.00;-412.81;-5774.16;USD
03-11-2025 15:30:23;268054773;Acquisto;ALAB;"ASTERA LABS ORD";US04626A1034;5.0;190.48;6.43;0.00;-958.83;-5361.35;USD
03-11-2025 15:30:20;268057503;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;9.0;205.00;12.77;0.00;-1857.77;-4402.52;USD
03-11-2025 15:30:14;268045553;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;75.0;13.20;6.45;0.00;-996.45;-2544.75;USD
03-11-2025 05:26:32;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;115.80;CHF
